task,worker,label
1-473,AI_mean_5,1
4-51,AI_mean_5,1
1-257,AI_mean_5,1
3-330,AI_mean_5,3
0-194,AI_mean_5,3
4-282,AI_mean_5,4
1-497,AI_mean_5,1
1-383,AI_mean_5,1
2-335,AI_mean_5,2
2-61,AI_mean_5,2
1-396,AI_mean_5,1
1-324,AI_mean_5,1
3-223,AI_mean_5,3
0-262,AI_mean_5,3
2-326,AI_mean_5,2
1-122,AI_mean_5,1
3-337,AI_mean_5,1
0-159,AI_mean_5,0
3-130,AI_mean_5,3
0-223,AI_mean_5,3
3-160,AI_mean_5,3
4-265,AI_mean_5,4
4-469,AI_mean_5,4
0-360,AI_mean_5,3
1-30,AI_mean_5,1
4-403,AI_mean_5,4
4-278,AI_mean_5,4
4-22,AI_mean_5,4
1-445,AI_mean_5,1
0-150,AI_mean_5,3
3-243,AI_mean_5,3
2-424,AI_mean_5,2
4-368,AI_mean_5,4
4-158,AI_mean_5,4
1-360,AI_mean_5,1
4-123,AI_mean_5,0
4-283,AI_mean_5,4
1-218,AI_mean_5,1
0-195,AI_mean_5,3
4-236,AI_mean_5,4
4-460,AI_mean_5,4
3-114,AI_mean_5,3
0-298,AI_mean_5,3
1-353,AI_mean_5,1
0-67,AI_mean_5,3
0-164,AI_mean_5,4
3-497,AI_mean_5,3
3-396,AI_mean_5,3
4-256,AI_mean_5,4
3-159,AI_mean_5,3
0-280,AI_mean_5,3
0-101,AI_mean_5,3
2-154,AI_mean_5,2
1-230,AI_mean_5,1
3-341,AI_mean_5,3
3-284,AI_mean_5,3
3-273,AI_mean_5,3
1-416,AI_mean_5,1
2-301,AI_mean_5,2
3-392,AI_mean_5,3
3-480,AI_mean_5,3
4-11,AI_mean_5,1
3-183,AI_mean_5,3
3-441,AI_mean_5,3
4-493,AI_mean_5,4
1-311,AI_mean_5,1
0-324,AI_mean_5,1
0-27,AI_mean_5,3
3-397,AI_mean_5,3
1-96,AI_mean_5,1
2-245,AI_mean_5,2
3-166,AI_mean_5,3
0-177,AI_mean_5,3
2-19,AI_mean_5,1
0-35,AI_mean_5,4
2-66,AI_mean_5,2
2-222,AI_mean_5,2
0-455,AI_mean_5,1
3-458,AI_mean_5,3
1-35,AI_mean_5,1
2-47,AI_mean_5,2
1-479,AI_mean_5,1
3-229,AI_mean_5,3
1-380,AI_mean_5,1
0-42,AI_mean_5,3
0-203,AI_mean_5,3
1-460,AI_mean_5,1
1-422,AI_mean_5,1
0-365,AI_mean_5,3
1-454,AI_mean_5,1
1-308,AI_mean_5,1
4-39,AI_mean_5,4
0-497,AI_mean_5,3
2-247,AI_mean_5,2
2-367,AI_mean_5,2
0-222,AI_mean_5,3
0-5,AI_mean_5,3
4-180,AI_mean_5,4
3-451,AI_mean_5,3
1-397,AI_mean_5,1
0-233,AI_mean_5,3
3-92,AI_mean_5,3
4-396,AI_mean_5,4
1-224,AI_mean_5,1
2-169,AI_mean_5,2
1-340,AI_mean_5,1
2-158,AI_mean_5,2
1-121,AI_mean_5,1
0-297,AI_mean_5,3
3-357,AI_mean_5,3
3-26,AI_mean_5,3
2-306,AI_mean_5,2
1-244,AI_mean_5,1
2-234,AI_mean_5,2
2-430,AI_mean_5,2
1-314,AI_mean_5,1
3-343,AI_mean_5,3
4-311,AI_mean_5,4
0-458,AI_mean_5,3
0-198,AI_mean_5,3
2-44,AI_mean_5,2
0-290,AI_mean_5,3
2-432,AI_mean_5,2
4-461,AI_mean_5,4
4-327,AI_mean_5,4
4-0,AI_mean_5,4
4-91,AI_mean_5,4
2-330,AI_mean_5,2
4-105,AI_mean_5,4
1-405,AI_mean_5,1
3-91,AI_mean_5,3
4-176,AI_mean_5,4
3-471,AI_mean_5,3
4-1,AI_mean_5,4
2-283,AI_mean_5,2
2-180,AI_mean_5,2
1-91,AI_mean_5,1
0-496,AI_mean_5,3
3-46,AI_mean_5,3
2-178,AI_mean_5,2
4-414,AI_mean_5,4
1-221,AI_mean_5,1
2-248,AI_mean_5,2
0-398,AI_mean_5,3
1-263,AI_mean_5,1
2-213,AI_mean_5,2
1-284,AI_mean_5,1
3-285,AI_mean_5,3
3-56,AI_mean_5,3
1-37,AI_mean_5,1
0-278,AI_mean_5,4
3-77,AI_mean_5,3
0-1,AI_mean_5,3
4-320,AI_mean_5,4
0-213,AI_mean_5,3
3-463,AI_mean_5,3
2-371,AI_mean_5,2
4-353,AI_mean_5,4
2-177,AI_mean_5,3
2-433,AI_mean_5,0
4-268,AI_mean_5,4
2-338,AI_mean_5,2
0-144,AI_mean_5,3
4-360,AI_mean_5,4
4-339,AI_mean_5,1
3-301,AI_mean_5,3
4-157,AI_mean_5,4
3-275,AI_mean_5,3
1-387,AI_mean_5,1
1-358,AI_mean_5,1
2-318,AI_mean_5,2
3-214,AI_mean_5,3
3-233,AI_mean_5,3
1-16,AI_mean_5,1
2-65,AI_mean_5,2
3-43,AI_mean_5,3
4-319,AI_mean_5,4
1-381,AI_mean_5,1
0-134,AI_mean_5,3
4-40,AI_mean_5,4
0-131,AI_mean_5,3
0-431,AI_mean_5,3
0-49,AI_mean_5,1
1-498,AI_mean_5,1
2-31,AI_mean_5,4
0-69,AI_mean_5,3
4-420,AI_mean_5,4
0-481,AI_mean_5,3
3-117,AI_mean_5,3
3-156,AI_mean_5,4
4-445,AI_mean_5,4
3-65,AI_mean_5,3
4-109,AI_mean_5,4
3-231,AI_mean_5,3
2-4,AI_mean_5,2
0-289,AI_mean_5,3
1-262,AI_mean_5,3
0-388,AI_mean_5,3
4-138,AI_mean_5,4
1-129,AI_mean_5,1
2-204,AI_mean_5,2
0-317,AI_mean_5,3
3-350,AI_mean_5,3
4-113,AI_mean_5,3
4-126,AI_mean_5,4
4-447,AI_mean_5,1
1-379,AI_mean_5,1
1-164,AI_mean_5,1
1-393,AI_mean_5,1
0-148,AI_mean_5,3
2-329,AI_mean_5,2
0-452,AI_mean_5,3
0-296,AI_mean_5,3
0-200,AI_mean_5,1
4-405,AI_mean_5,4
2-378,AI_mean_5,2
1-217,AI_mean_5,1
2-357,AI_mean_5,2
0-183,AI_mean_5,3
3-453,AI_mean_5,3
3-209,AI_mean_5,3
3-221,AI_mean_5,3
0-284,AI_mean_5,3
4-101,AI_mean_5,3
2-437,AI_mean_5,2
0-123,AI_mean_5,2
1-458,AI_mean_5,1
1-190,AI_mean_5,0
0-207,AI_mean_5,3
4-384,AI_mean_5,4
4-474,AI_mean_5,4
1-364,AI_mean_5,0
2-354,AI_mean_5,2
0-89,AI_mean_5,3
2-403,AI_mean_5,2
2-334,AI_mean_5,2
1-252,AI_mean_5,1
2-474,AI_mean_5,1
4-468,AI_mean_5,4
3-164,AI_mean_5,3
0-4,AI_mean_5,3
0-20,AI_mean_5,3
2-167,AI_mean_5,2
4-141,AI_mean_5,4
4-266,AI_mean_5,2
1-298,AI_mean_5,1
1-377,AI_mean_5,1
3-291,AI_mean_5,3
3-339,AI_mean_5,3
4-273,AI_mean_5,4
1-155,AI_mean_5,1
3-349,AI_mean_5,1
2-190,AI_mean_5,2
0-348,AI_mean_5,3
0-22,AI_mean_5,3
0-52,AI_mean_5,3
1-18,AI_mean_5,1
4-418,AI_mean_5,4
3-468,AI_mean_5,3
4-279,AI_mean_5,2
4-47,AI_mean_5,4
0-31,AI_mean_5,3
2-116,AI_mean_5,2
4-84,AI_mean_5,4
0-443,AI_mean_5,3
3-461,AI_mean_5,3
2-315,AI_mean_5,2
2-236,AI_mean_5,2
0-149,AI_mean_5,3
3-201,AI_mean_5,3
4-258,AI_mean_5,4
1-174,AI_mean_5,1
3-286,AI_mean_5,3
3-475,AI_mean_5,4
1-495,AI_mean_5,1
4-159,AI_mean_5,4
1-354,AI_mean_5,1
4-140,AI_mean_5,4
3-44,AI_mean_5,3
1-493,AI_mean_5,1
2-201,AI_mean_5,2
3-176,AI_mean_5,3
0-169,AI_mean_5,3
2-390,AI_mean_5,2
4-330,AI_mean_5,1
4-439,AI_mean_5,4
0-98,AI_mean_5,3
3-381,AI_mean_5,0
3-430,AI_mean_5,3
2-95,AI_mean_5,4
1-446,AI_mean_5,2
0-251,AI_mean_5,3
2-348,AI_mean_5,2
3-242,AI_mean_5,3
4-181,AI_mean_5,4
3-386,AI_mean_5,1
1-29,AI_mean_5,1
2-115,AI_mean_5,2
1-368,AI_mean_5,1
4-358,AI_mean_5,4
3-66,AI_mean_5,3
4-297,AI_mean_5,4
2-356,AI_mean_5,2
1-95,AI_mean_5,1
1-61,AI_mean_5,1
1-154,AI_mean_5,1
1-103,AI_mean_5,1
0-178,AI_mean_5,3
4-280,AI_mean_5,4
1-146,AI_mean_5,1
1-374,AI_mean_5,1
4-179,AI_mean_5,4
3-86,AI_mean_5,3
4-150,AI_mean_5,4
0-472,AI_mean_5,3
0-403,AI_mean_5,3
4-62,AI_mean_5,0
0-407,AI_mean_5,3
4-376,AI_mean_5,1
1-464,AI_mean_5,1
3-194,AI_mean_5,2
0-120,AI_mean_5,3
1-389,AI_mean_5,1
4-70,AI_mean_5,4
1-111,AI_mean_5,4
2-276,AI_mean_5,2
0-282,AI_mean_5,3
1-300,AI_mean_5,1
3-375,AI_mean_5,3
1-409,AI_mean_5,1
4-67,AI_mean_5,4
2-220,AI_mean_5,2
3-414,AI_mean_5,3
1-33,AI_mean_5,1
4-250,AI_mean_5,4
4-98,AI_mean_5,4
0-439,AI_mean_5,3
1-3,AI_mean_5,1
4-277,AI_mean_5,4
0-424,AI_mean_5,3
1-77,AI_mean_5,1
4-431,AI_mean_5,4
2-157,AI_mean_5,2
3-293,AI_mean_5,3
4-424,AI_mean_5,4
4-53,AI_mean_5,4
3-118,AI_mean_5,3
1-269,AI_mean_5,1
2-203,AI_mean_5,2
1-212,AI_mean_5,1
3-7,AI_mean_5,3
0-473,AI_mean_5,3
1-322,AI_mean_5,1
3-2,AI_mean_5,3
1-295,AI_mean_5,1
3-173,AI_mean_5,3
4-197,AI_mean_5,4
3-319,AI_mean_5,3
2-393,AI_mean_5,2
1-391,AI_mean_5,1
4-229,AI_mean_5,4
1-105,AI_mean_5,1
1-207,AI_mean_5,1
4-234,AI_mean_5,4
4-450,AI_mean_5,4
3-354,AI_mean_5,3
3-143,AI_mean_5,3
2-226,AI_mean_5,2
4-30,AI_mean_5,4
4-168,AI_mean_5,4
4-452,AI_mean_5,4
1-407,AI_mean_5,1
1-14,AI_mean_5,1
3-141,AI_mean_5,3
3-207,AI_mean_5,3
4-484,AI_mean_5,4
2-286,AI_mean_5,2
1-97,AI_mean_5,1
4-137,AI_mean_5,4
4-115,AI_mean_5,4
0-88,AI_mean_5,4
1-148,AI_mean_5,1
1-199,AI_mean_5,1
4-346,AI_mean_5,4
1-87,AI_mean_5,1
0-224,AI_mean_5,3
3-108,AI_mean_5,3
2-267,AI_mean_5,0
4-264,AI_mean_5,4
1-191,AI_mean_5,1
0-34,AI_mean_5,3
1-373,AI_mean_5,1
2-364,AI_mean_5,2
4-153,AI_mean_5,4
4-185,AI_mean_5,4
2-93,AI_mean_5,2
2-296,AI_mean_5,2
2-496,AI_mean_5,2
2-462,AI_mean_5,2
3-204,AI_mean_5,3
4-32,AI_mean_5,4
3-348,AI_mean_5,3
1-285,AI_mean_5,1
4-442,AI_mean_5,4
2-389,AI_mean_5,2
1-472,AI_mean_5,1
2-316,AI_mean_5,2
1-304,AI_mean_5,1
2-311,AI_mean_5,2
3-67,AI_mean_5,3
2-42,AI_mean_5,2
4-146,AI_mean_5,4
1-310,AI_mean_5,1
1-290,AI_mean_5,1
2-138,AI_mean_5,2
3-389,AI_mean_5,3
2-355,AI_mean_5,2
0-475,AI_mean_5,3
1-159,AI_mean_5,1
1-342,AI_mean_5,1
3-271,AI_mean_5,3
4-75,AI_mean_5,4
2-413,AI_mean_5,2
2-41,AI_mean_5,2
4-48,AI_mean_5,4
4-262,AI_mean_5,4
1-384,AI_mean_5,1
3-287,AI_mean_5,3
4-260,AI_mean_5,4
0-48,AI_mean_5,3
4-336,AI_mean_5,4
1-293,AI_mean_5,1
3-249,AI_mean_5,3
3-276,AI_mean_5,3
4-96,AI_mean_5,4
0-427,AI_mean_5,3
3-364,AI_mean_5,1
0-241,AI_mean_5,3
4-74,AI_mean_5,4
4-194,AI_mean_5,1
3-309,AI_mean_5,3
3-433,AI_mean_5,3
4-129,AI_mean_5,4
1-481,AI_mean_5,1
0-78,AI_mean_5,3
0-415,AI_mean_5,3
2-83,AI_mean_5,2
0-342,AI_mean_5,3
2-102,AI_mean_5,2
0-248,AI_mean_5,1
4-218,AI_mean_5,4
4-462,AI_mean_5,4
3-265,AI_mean_5,3
4-2,AI_mean_5,4
0-64,AI_mean_5,3
1-334,AI_mean_5,1
0-176,AI_mean_5,3
0-393,AI_mean_5,3
4-151,AI_mean_5,4
3-322,AI_mean_5,4
4-425,AI_mean_5,4
4-210,AI_mean_5,4
1-307,AI_mean_5,3
1-74,AI_mean_5,1
1-45,AI_mean_5,1
4-410,AI_mean_5,4
0-343,AI_mean_5,3
4-206,AI_mean_5,2
4-89,AI_mean_5,1
0-364,AI_mean_5,1
3-76,AI_mean_5,3
0-451,AI_mean_5,3
4-237,AI_mean_5,4
0-167,AI_mean_5,3
1-356,AI_mean_5,4
4-10,AI_mean_5,4
0-487,AI_mean_5,3
2-145,AI_mean_5,2
2-439,AI_mean_5,2
2-282,AI_mean_5,2
2-228,AI_mean_5,2
4-401,AI_mean_5,4
3-189,AI_mean_5,3
2-129,AI_mean_5,2
3-346,AI_mean_5,3
2-136,AI_mean_5,2
4-99,AI_mean_5,4
4-326,AI_mean_5,4
1-483,AI_mean_5,1
2-494,AI_mean_5,2
2-223,AI_mean_5,2
4-124,AI_mean_5,4
3-352,AI_mean_5,3
2-94,AI_mean_5,2
4-170,AI_mean_5,2
2-261,AI_mean_5,2
4-294,AI_mean_5,4
0-328,AI_mean_5,3
3-269,AI_mean_5,3
3-380,AI_mean_5,3
1-352,AI_mean_5,1
2-182,AI_mean_5,2
