task,worker,label,gt
t212,w290,3,3
t696,w165,2,3
t319,w507,3,3
t374,w200,3,3
t59,w460,4,4
t603,w172,3,3
t559,w339,4,1
t1043,w170,3,3
t5,w279,5,5
t951,w141,3,3
t723,w355,3,3
t379,w115,5,5
t300,w340,3,3
t244,w823,3,3
t872,w92,3,3
t608,w507,3,3
t794,w507,3,5
t125,w391,3,3
t729,w517,3,3
t693,w690,5,5
t33,w554,5,5
t376,w496,3,3
t891,w8,3,3
t858,w171,3,3
t818,w186,5,5
t387,w214,2,2
t399,w392,5,5
t860,w135,5,3
t977,w83,3,3
t7,w771,3,3
t906,w460,5,5
t818,w728,1,5
t441,w528,3,3
t720,w479,5,5
t264,w689,5,5
t387,w424,2,2
t796,w413,3,3
t548,w338,3,3
t559,w497,3,1
t532,w421,5,5
t438,w483,3,3
t856,w753,1,3
t1045,w500,3,3
t745,w480,5,5
t524,w344,3,3
t764,w703,5,3
t447,w659,4,4
t801,w503,1,3
t516,w484,3,3
t969,w35,3,3
t258,w65,5,5
t511,w2,3,3
t1020,w356,5,5
t855,w529,3,3
t872,w726,3,3
t732,w706,5,5
t468,w657,3,3
t435,w154,3,3
t385,w728,1,1
t274,w497,3,3
t278,w81,3,3
t935,w295,5,5
t934,w451,5,5
t844,w231,5,5
t876,w32,3,1
t219,w450,3,3
t191,w791,3,3
t932,w751,5,5
t835,w155,3,3
t356,w548,1,3
t242,w346,5,5
t145,w70,3,2
t627,w289,3,3
t1006,w608,5,5
t129,w121,5,5
t392,w487,5,5
t495,w229,3,3
t144,w727,3,3
t518,w663,3,3
t432,w621,1,3
t230,w657,3,3
t611,w406,3,3
t383,w321,3,3
t224,w760,1,1
t693,w677,5,5
t560,w816,2,2
t905,w61,3,3
t322,w634,3,3
t338,w6,2,2
t409,w715,1,3
t476,w263,5,5
t186,w268,3,3
t212,w790,3,3
t185,w42,3,3
t432,w365,1,3
t693,w238,5,5
t893,w50,3,3
t781,w640,3,3
t736,w102,4,4
t794,w525,5,5
t185,w505,5,3
t710,w723,3,3
t409,w147,1,3
t165,w220,5,5
t732,w520,5,5
t292,w481,3,3
t608,w221,2,3
t50,w791,3,3
t333,w80,3,3
t817,w223,3,3
t580,w366,3,3
t946,w185,1,5
t47,w450,3,3
t320,w791,3,3
t130,w360,5,5
t717,w17,2,3
t50,w762,3,3
t682,w33,5,5
t488,w363,2,1
t632,w187,4,5
t286,w276,2,2
t119,w471,5,5
t180,w366,5,5
t731,w467,3,3
t993,w520,2,3
t365,w668,1,3
t138,w416,3,3
t954,w3,3,3
t116,w726,3,3
t511,w630,1,3
t52,w429,5,5
t909,w696,5,5
t957,w773,5,5
t660,w465,4,3
t20,w128,3,2
t1016,w152,3,3
t249,w115,1,3
t930,w157,3,3
t941,w98,3,3
t199,w101,3,3
t363,w790,4,4
t910,w496,3,3
t494,w492,3,3
t57,w500,3,3
t576,w166,3,3
t836,w733,3,3
t268,w109,2,5
t259,w227,3,3
t563,w380,3,3
t627,w736,3,3
t742,w23,5,5
t714,w486,3,3
t754,w241,3,5
t844,w486,5,5
t1018,w830,5,5
t719,w478,4,3
t436,w402,3,3
t520,w598,3,2
t857,w369,3,3
t877,w236,3,3
t793,w469,3,3
t860,w800,5,3
t540,w821,3,3
t915,w454,3,3
t27,w18,3,3
t48,w420,5,5
t488,w743,3,1
t910,w522,3,3
t385,w103,3,1
t1004,w410,3,3
t1015,w356,4,4
t816,w746,3,3
t473,w524,5,5
t956,w216,3,3
t153,w412,3,3
t481,w578,4,5
t271,w454,5,5
t837,w767,3,3
t374,w533,3,3
t125,w69,3,3
t949,w73,1,3
t325,w491,3,3
t218,w634,5,5
t36,w544,5,5
t257,w105,5,5
t355,w144,3,3
t882,w665,5,5
t760,w313,3,3
t722,w215,3,3
t356,w211,3,3
t280,w42,3,3
t102,w97,5,5
t986,w117,4,4
t379,w680,5,5
t115,w742,4,1
t292,w428,3,3
t610,w227,1,3
t397,w575,3,3
t415,w277,3,3
t888,w520,3,3
t315,w363,1,3
t667,w753,5,4
t65,w656,1,3
t921,w746,3,3
t798,w486,3,3
t155,w282,4,4
t186,w743,3,3
t714,w27,3,3
t27,w650,3,3
t974,w247,3,3
t258,w578,5,5
t622,w765,4,4
t277,w677,4,4
t424,w565,3,3
t973,w723,5,5
t980,w123,5,5
t168,w54,3,3
t934,w281,5,5
t500,w518,3,3
t412,w761,1,3
t877,w171,3,3
t257,w627,5,5
t225,w798,3,3
t453,w782,3,3
t622,w736,4,4
t115,w268,1,1
t968,w409,5,5
t46,w64,2,2
t802,w159,5,5
t778,w657,3,3
t467,w189,4,5
t690,w774,5,1
t226,w231,3,3
t949,w481,1,3
t450,w33,3,3
t243,w19,3,3
t67,w345,5,5
t832,w32,3,3
t692,w809,1,3
t416,w372,1,5
t552,w663,3,5
t608,w23,3,3
t140,w533,3,3
t191,w632,3,3
t5,w649,5,5
t267,w60,4,4
t735,w406,3,3
t938,w301,3,3
t959,w758,4,4
t277,w507,4,4
t653,w597,2,4
t727,w701,3,3
t611,w42,3,3
t742,w115,5,5
t207,w342,3,3
t454,w531,3,3
t857,w141,3,3
t205,w191,5,3
t283,w807,5,4
t515,w280,3,3
t401,w794,1,1
t513,w11,4,4
t836,w142,3,3
t577,w7,3,3
t969,w758,3,3
t369,w680,3,3
t278,w565,3,3
t403,w479,3,3
t964,w348,5,5
t314,w356,2,2
t975,w121,3,3
t583,w497,5,5
t709,w54,5,5
t85,w282,5,1
t871,w549,2,5
t752,w135,3,3
t653,w767,1,4
t920,w383,5,5
t472,w219,3,3
t760,w416,3,3
t638,w179,3,3
t622,w650,4,4
t834,w678,5,5
t515,w380,3,3
t632,w25,5,5
t125,w747,3,3
t87,w34,3,3
t280,w303,2,3
t558,w533,3,3
t883,w13,5,5
t605,w387,5,5
t675,w423,5,4
t552,w222,3,5
t661,w137,3,3
t377,w340,3,3
t165,w54,5,5
t366,w714,3,3
t467,w320,5,5
t1051,w347,3,3
t1,w28,3,3
t990,w154,5,5
t947,w745,1,5
t304,w830,3,3
t964,w109,5,5
t90,w159,3,3
t478,w746,1,3
t532,w654,5,5
t1046,w89,3,3
t753,w426,5,5
t311,w612,5,5
t713,w297,3,3
t50,w601,3,3
t364,w557,5,5
t1029,w802,5,5
t421,w594,5,5
t598,w294,1,3
t277,w437,4,4
t87,w335,3,3
t133,w50,5,5
t450,w510,3,3
t426,w209,5,5
t323,w6,4,5
t64,w498,5,5
t168,w390,3,3
t676,w45,3,3
t942,w501,5,5
t603,w696,3,3
t155,w453,5,4
t442,w473,3,5
t754,w701,2,5
t644,w507,3,1
t345,w148,1,5
t287,w89,3,3
t849,w199,5,5
t527,w277,3,3
t286,w686,2,2
t539,w657,3,3
t975,w431,3,3
t428,w145,3,3
t1016,w692,3,3
t395,w691,4,5
t747,w159,4,5
t898,w65,3,3
t16,w103,3,3
t32,w448,5,5
t318,w18,1,1
t731,w822,3,3
t479,w105,1,5
t406,w322,1,3
t1032,w523,5,5
t793,w16,3,3
t158,w488,3,3
t334,w713,5,5
t710,w425,3,3
t438,w803,3,3
t532,w563,5,5
t974,w566,3,3
t422,w596,3,3
t799,w640,3,3
t670,w62,3,3
t18,w530,3,3
t508,w678,1,1
t776,w50,3,3
t513,w293,4,4
t997,w372,5,5
t76,w370,5,5
t434,w520,1,1
t662,w598,5,5
t561,w742,3,1
t951,w125,3,3
t491,w697,1,5
t915,w640,3,3
t274,w349,1,3
t794,w200,3,5
t515,w250,3,3
t438,w113,3,3
t911,w291,5,1
t312,w326,3,3
t52,w56,5,5
t1043,w507,2,3
t957,w304,5,5
t879,w514,5,5
t244,w369,3,3
t881,w791,4,3
t329,w751,3,3
t450,w391,3,3
t241,w720,2,2
t664,w328,3,3
t805,w464,2,2
t963,w0,5,5
t764,w246,1,3
t445,w53,3,3
t1020,w524,5,5
t424,w803,3,3
t502,w515,5,5
t325,w721,3,3
t652,w142,3,3
t203,w718,3,3
t58,w155,3,3
t192,w309,5,5
t359,w623,4,3
t743,w515,3,3
t286,w494,2,2
t570,w457,3,3
t601,w543,3,3
t774,w789,5,5
t613,w671,1,3
t151,w426,5,5
t980,w746,5,5
t837,w367,3,3
t140,w604,1,3
t563,w82,3,3
t575,w738,2,3
t64,w653,5,5
t81,w328,5,5
t896,w653,1,3
t399,w36,5,5
t945,w715,2,3
t225,w342,3,3
t453,w159,3,3
t370,w281,3,3
t202,w304,5,5
t182,w486,5,5
t71,w426,3,3
t832,w421,3,3
t713,w174,3,3
t614,w80,3,3
t679,w604,3,3
t50,w467,3,3
t204,w641,3,3
t317,w294,4,5
t460,w607,4,4
t504,w736,3,3
t520,w145,2,2
t909,w573,5,5
t551,w110,1,1
t201,w633,5,3
t1011,w669,3,3
t713,w20,3,3
t769,w156,3,3
t448,w223,1,3
t178,w198,3,1
t780,w6,3,3
t649,w529,2,3
t731,w830,3,3
t257,w115,5,5
t21,w314,1,5
t511,w461,1,3
t908,w143,3,3
t343,w105,5,5
t888,w138,3,3
t782,w607,1,3
t901,w186,3,3
t259,w436,3,3
t748,w324,5,5
t605,w232,5,5
t521,w660,5,5
t223,w403,5,4
t883,w357,3,5
t269,w744,3,2
t561,w113,1,1
t73,w582,5,4
t201,w434,5,3
t844,w253,5,5
t524,w607,3,3
t753,w802,4,5
t975,w766,3,3
t377,w278,3,3
t970,w253,3,3
t619,w556,3,3
t996,w149,2,3
t465,w334,5,5
t548,w346,3,3
t820,w373,3,3
t32,w310,5,5
t721,w137,5,5
t748,w37,5,5
t61,w494,3,3
t844,w20,3,5
t720,w745,5,5
t999,w494,3,3
t790,w178,3,3
t167,w25,3,3
t944,w280,3,3
t2,w300,3,3
t496,w602,4,4
t377,w733,3,3
t175,w0,5,5
t191,w534,3,3
t787,w414,3,3
t599,w405,3,3
t294,w331,3,3
t455,w268,3,3
t1009,w299,1,5
t211,w509,3,3
t18,w415,3,3
t402,w114,3,3
t604,w456,4,1
t725,w236,3,3
t525,w10,3,3
t522,w680,3,3
t200,w70,1,1
t567,w127,3,3
t778,w297,3,3
t604,w269,1,1
t613,w499,3,3
t199,w768,3,3
t748,w740,5,5
t185,w700,4,3
t632,w601,5,5
t852,w669,1,1
t88,w189,2,2
t186,w675,3,3
t231,w510,3,3
t775,w774,3,3
t594,w772,3,3
t794,w236,3,5
t770,w642,5,5
t845,w414,1,4
t353,w117,4,5
t901,w686,2,3
t880,w617,5,5
t155,w631,4,4
t131,w21,3,3
t692,w803,1,3
t861,w210,3,3
t653,w338,3,4
t955,w679,3,3
t44,w528,3,3
t429,w772,3,3
t917,w236,1,3
t746,w148,3,3
t600,w550,5,4
t230,w276,3,3
t1024,w450,4,4
t659,w280,3,3
t957,w667,4,5
t70,w334,3,3
t868,w219,2,5
t917,w466,3,3
t742,w244,5,5
t88,w483,2,2
t749,w180,4,3
t867,w442,5,5
t7,w754,3,3
t923,w184,3,3
t859,w219,5,5
t633,w69,3,3
t595,w400,1,5
t33,w155,5,5
t574,w111,2,5
t381,w832,5,1
t532,w414,5,5
t58,w71,3,3
t389,w180,3,3
t941,w465,4,3
t832,w442,3,3
t883,w95,5,5
t278,w700,3,3
t286,w153,3,2
t431,w634,3,3
t407,w628,3,3
t312,w696,3,3
t170,w334,5,5
t108,w249,1,1
t857,w140,2,3
t680,w512,3,3
t1016,w478,3,3
t592,w129,1,3
t775,w340,3,3
t193,w255,5,5
t588,w692,3,3
t859,w621,5,5
t558,w236,2,3
t558,w214,2,3
t1001,w760,3,3
t286,w429,2,2
t387,w637,3,2
t992,w620,5,5
t778,w561,1,3
t549,w135,3,3
t437,w623,5,5
t618,w507,3,3
t385,w798,1,1
t172,w268,5,5
t467,w244,5,5
t145,w485,2,2
t237,w763,3,3
t924,w665,2,3
t455,w316,3,3
t734,w588,5,5
t602,w607,5,5
t435,w798,3,3
t216,w796,5,5
t55,w114,3,3
t740,w410,3,3
t450,w363,3,3
t344,w579,5,5
t1008,w431,3,3
t694,w555,2,3
t1012,w420,3,3
t551,w416,1,1
t705,w308,3,3
t552,w493,3,5
t680,w377,3,3
t574,w799,5,5
t122,w423,3,3
t816,w585,3,3
t546,w643,5,5
t1004,w319,3,3
t376,w771,3,3
t475,w800,3,3
t186,w477,3,3
t612,w215,5,5
t311,w722,5,5
t681,w749,3,3
t212,w775,3,3
t389,w589,3,3
t289,w0,3,3
t334,w585,5,5
t910,w632,3,3
t447,w617,4,4
t825,w422,3,3
t811,w634,5,5
t969,w124,3,3
t613,w64,1,3
t1005,w282,5,5
t52,w413,5,5
t81,w634,5,5
t554,w567,1,1
t72,w393,3,3
t1040,w713,3,3
t640,w165,3,3
t84,w529,1,3
t286,w52,2,2
t374,w368,3,3
t539,w529,3,3
t699,w398,2,3
t135,w585,3,3
t608,w470,3,3
t411,w59,1,3
t100,w182,3,3
t679,w787,5,3
t53,w200,3,3
t88,w809,3,2
t583,w811,5,5
t778,w167,4,3
t356,w650,3,3
t45,w222,5,5
t92,w308,3,3
t634,w194,3,3
t272,w56,3,3
t452,w665,5,5
t331,w62,5,5
t44,w385,3,3
t171,w154,3,3
t679,w803,1,3
t277,w481,4,4
t793,w718,3,3
t96,w290,3,3
t919,w271,5,5
t664,w430,3,3
t924,w381,2,3
t714,w399,3,3
t690,w518,1,1
t294,w24,3,3
t141,w76,1,5
t742,w505,5,5
t967,w18,5,5
t243,w418,3,3
t239,w178,3,3
t495,w314,3,3
t339,w300,3,3
t552,w444,3,5
t474,w741,3,3
t599,w183,3,3
t169,w260,3,3
t357,w113,1,5
t467,w728,5,5
t679,w637,3,3
t608,w534,3,3
t391,w27,3,3
t809,w74,2,3
t645,w108,3,3
t351,w7,5,5
t214,w746,3,3
t174,w288,5,5
t72,w767,3,3
t729,w557,3,3
t601,w575,3,3
t980,w61,5,5
t509,w416,2,4
t185,w182,3,3
t657,w503,1,5
t714,w213,3,3
t766,w664,5,5
t533,w817,3,3
t505,w3,5,4
t902,w622,3,3
t751,w19,3,3
t1049,w578,5,5
t275,w169,3,3
t900,w605,2,2
t455,w507,3,3
t20,w788,2,2
t604,w660,5,1
t883,w358,5,5
t16,w792,3,3
t1049,w203,5,5
t1038,w363,3,3
t90,w577,3,3
t596,w317,3,3
t873,w212,4,3
t10,w305,3,3
t817,w214,3,3
t624,w173,2,3
t114,w26,5,5
t784,w781,3,5
t685,w330,3,3
t719,w387,3,3
t795,w59,5,5
t221,w705,3,3
t286,w104,2,2
t500,w615,3,3
t642,w89,4,4
t455,w156,3,3
t253,w351,3,3
t147,w455,5,5
t522,w765,2,3
t794,w214,5,5
t749,w82,3,3
t163,w118,3,3
t228,w280,3,3
t313,w246,5,5
t746,w72,3,3
t376,w649,3,3
t327,w93,3,3
t487,w99,5,5
t515,w33,3,3
t4,w42,3,3
t172,w225,5,5
t308,w158,3,3
t563,w664,3,3
t429,w652,3,3
t216,w750,5,5
t312,w775,3,3
t816,w727,3,3
t526,w341,3,3
t140,w52,1,3
t5,w680,5,5
t88,w247,2,2
t63,w680,3,3
t490,w513,5,4
t713,w68,3,3
t398,w101,5,5
t1029,w139,5,5
t212,w76,3,3
t862,w551,2,3
t23,w200,3,3
t296,w246,3,3
t918,w644,3,3
t559,w221,4,1
t761,w515,3,3
t922,w467,3,3
t679,w470,3,3
t558,w271,2,3
t871,w610,4,5
t492,w241,3,3
t206,w130,4,4
t572,w764,5,5
t199,w621,3,3
t66,w330,5,5
t156,w300,3,3
t467,w442,5,5
t722,w308,3,3
t678,w329,4,4
t980,w707,4,5
t882,w159,5,5
t570,w656,3,3
t286,w387,2,2
t116,w366,3,3
t211,w244,1,3
t106,w669,5,5
t231,w336,1,3
t169,w24,3,3
t493,w195,3,3
t743,w430,3,3
t540,w487,3,3
t88,w562,2,2
t965,w745,1,3
t467,w154,5,5
t312,w420,3,3
t825,w382,3,3
t1036,w121,3,3
t610,w624,4,3
t559,w580,4,1
t458,w485,5,5
t310,w243,1,1
t367,w633,3,3
t710,w467,3,3
t626,w84,3,3
t766,w545,5,5
t584,w726,3,3
t3,w263,3,3
t641,w163,5,5
t140,w37,3,3
t411,w45,1,3
t249,w104,3,3
t205,w672,1,3
t913,w352,3,3
t709,w783,5,5
t926,w395,5,5
t258,w161,5,5
t249,w492,1,3
t546,w98,5,5
t627,w717,3,3
t467,w826,5,5
t245,w677,5,5
t290,w496,1,3
t1010,w484,5,5
t43,w314,3,3
t19,w102,5,5
t444,w159,1,1
t32,w200,5,5
t729,w787,3,3
t298,w184,5,5
t939,w811,3,3
t728,w668,4,4
t184,w238,5,5
t472,w758,3,3
t150,w582,4,3
t95,w201,3,3
t909,w241,5,5
t289,w27,3,3
t742,w110,5,5
t876,w560,1,1
t599,w477,3,3
t69,w385,4,4
t1043,w830,3,3
t1036,w287,3,3
t972,w1,1,1
t818,w373,5,5
t216,w58,5,5
t1050,w830,3,3
t572,w414,5,5
t525,w63,3,3
t566,w97,5,5
t883,w86,1,5
t558,w686,2,3
t591,w171,5,5
t678,w490,4,4
t19,w150,5,5
t614,w623,1,3
t69,w377,5,4
t123,w482,3,3
t926,w157,3,5
t981,w522,3,3
t778,w322,1,3
t290,w693,3,3
t679,w170,3,3
t954,w11,3,3
t320,w669,3,3
t448,w2,3,3
t293,w712,5,5
t506,w401,5,4
t266,w179,5,5
t430,w833,2,3
t409,w374,3,3
t64,w730,5,5
t212,w156,1,3
t324,w726,5,3
t147,w232,5,5
t277,w819,4,4
t754,w253,2,5
t101,w731,2,2
t435,w483,3,3
t416,w535,1,5
t406,w339,3,3
t399,w352,5,5
t819,w701,2,3
t215,w217,5,5
t935,w344,5,5
t787,w307,3,3
t147,w696,4,5
t563,w282,3,3
t607,w396,5,5
t438,w173,3,3
t49,w308,3,3
t1042,w748,3,3
t960,w567,1,1
t648,w656,2,2
t869,w453,5,5
t883,w429,5,5
t636,w249,2,3
t557,w666,1,1
t251,w350,5,4
t652,w216,2,3
t300,w518,3,3
t544,w491,3,3
t429,w535,4,3
t368,w780,2,3
t605,w95,5,5
t331,w211,1,5
t468,w423,3,3
t632,w620,5,5
t145,w365,2,2
t780,w476,2,3
t226,w195,2,3
t110,w141,3,2
t883,w292,1,5
t372,w300,3,3
t724,w275,5,5
t652,w38,3,3
t627,w751,3,3
t549,w532,3,3
t28,w206,5,5
t1002,w774,2,3
t314,w400,2,2
t652,w11,2,3
t844,w589,1,5
t239,w827,3,3
t524,w707,3,3
t964,w327,5,5
t372,w180,3,3
t821,w765,5,5
t998,w151,3,3
t270,w10,3,3
t186,w137,3,3
t396,w232,1,3
t117,w237,5,1
t375,w815,5,5
t798,w578,1,3
t202,w418,5,5
t668,w66,2,3
t284,w716,3,3
t530,w283,4,4
t198,w486,3,3
t769,w124,3,3
t877,w448,3,3
t249,w505,3,3
t632,w440,5,5
t286,w660,2,2
t787,w364,3,3
t182,w694,1,5
t1047,w768,3,3
t137,w112,2,3
t1029,w142,5,5
t726,w736,3,3
t791,w344,3,3
t770,w259,5,5
t678,w128,4,4
t433,w583,5,5
t613,w298,1,3
t415,w33,3,3
t533,w702,3,3
t152,w236,4,5
t542,w630,4,5
t618,w225,5,3
t554,w259,5,1
t111,w552,3,3
t456,w801,5,5
t94,w633,5,5
t475,w788,3,3
t776,w227,3,3
t265,w236,4,5
t692,w382,3,3
t216,w44,5,5
t130,w572,5,5
t692,w557,3,3
t68,w123,3,3
t171,w475,2,3
t550,w594,4,5
t38,w788,4,4
t657,w749,1,5
t406,w213,3,3
t526,w510,4,3
t278,w95,3,3
t235,w279,3,3
t600,w257,4,4
t898,w187,3,3
t604,w316,4,1
t834,w398,5,5
t609,w50,5,5
t1038,w133,3,3
t615,w834,3,3
t823,w341,2,3
t971,w37,5,3
t871,w616,4,5
t267,w664,5,4
t138,w487,3,3
t846,w198,5,4
t15,w830,5,1
t578,w461,2,2
t766,w508,5,5
t39,w550,5,5
t818,w382,5,5
t757,w487,2,2
t12,w244,5,1
t474,w631,3,3
t357,w594,4,5
t665,w579,5,5
t323,w144,5,5
t185,w83,3,3
t122,w138,3,3
t1023,w535,5,5
t430,w499,3,3
t603,w23,3,3
t966,w157,2,3
t601,w37,3,3
t965,w798,1,3
t97,w587,1,3
t96,w653,3,3
t654,w0,3,3
t956,w413,3,3
t122,w108,3,3
t130,w519,5,5
t357,w368,3,5
t953,w385,5,5
t716,w507,3,3
t984,w292,3,1
t710,w371,3,3
t636,w141,1,3
t131,w244,3,3
t161,w119,3,3
t472,w45,3,3
t985,w469,5,5
t756,w531,3,3
t809,w502,2,3
t649,w15,2,3
t398,w124,5,5
t406,w387,3,3
t242,w807,5,5
t977,w116,3,3
t467,w161,5,5
t845,w325,1,4
t603,w767,3,3
t406,w447,3,3
t1035,w542,3,3
t287,w444,3,3
t580,w481,3,3
t87,w308,3,3
t969,w527,3,3
t1024,w595,4,4
t714,w809,3,3
t753,w383,5,5
t608,w103,3,3
t1027,w494,3,3
t128,w503,3,3
t1000,w164,1,3
t403,w486,3,3
t702,w124,5,5
t387,w797,2,2
t113,w122,5,5
t638,w4,3,3
t485,w585,3,3
t387,w153,2,2
t105,w536,3,3
t100,w1,3,3
t234,w427,3,3
t761,w694,3,3
t164,w509,3,3
t467,w696,4,5
t261,w233,5,4
t1035,w426,3,3
t1029,w704,5,5
t604,w311,4,1
t282,w475,4,4
t706,w364,3,3
t363,w95,5,4
t350,w756,3,3
t803,w50,3,3
t122,w287,2,3
t938,w253,3,3
t1035,w154,3,3
t155,w191,2,4
t778,w13,5,3
t603,w110,3,3
t592,w525,1,3
t787,w450,3,3
t608,w637,3,3
t811,w232,5,5
t988,w111,3,3
t461,w654,3,3
t97,w748,3,3
t786,w521,4,4
t962,w192,3,3
t189,w112,3,1
t838,w647,3,3
t473,w507,5,5
t686,w816,3,3
t201,w207,5,3
t204,w108,3,3
t985,w718,2,5
t107,w96,3,5
t119,w620,5,5
t927,w241,5,5
t419,w2,3,2
t1026,w523,1,1
t409,w52,1,3
t216,w206,5,5
t1013,w184,2,3
t654,w425,3,3
t40,w478,5,5
t805,w173,2,2
t88,w637,3,2
t674,w788,4,4
t872,w481,3,3
t709,w131,1,5
t650,w588,2,2
t351,w382,5,5
t752,w748,3,3
t742,w664,5,5
t959,w236,4,4
t212,w597,3,3
t710,w497,3,3
t57,w405,3,3
t713,w714,3,3
t755,w760,1,1
t955,w71,4,3
t160,w39,3,3
t161,w18,3,3
t968,w318,5,5
t517,w295,5,5
t359,w732,2,3
t415,w542,3,3
t664,w545,3,3
t278,w27,3,3
t245,w73,5,5
t755,w236,5,1
t43,w120,3,3
t244,w30,3,3
t201,w500,5,3
t703,w126,3,3
t1035,w138,3,3
t558,w562,3,3
t714,w23,3,3
t812,w663,5,5
t695,w646,3,2
t936,w370,3,1
t512,w284,3,3
t729,w426,3,3
t699,w478,2,3
t995,w779,3,3
t225,w93,3,3
t360,w801,5,3
t438,w339,3,3
t792,w63,3,3
t840,w119,3,1
t868,w621,2,5
t929,w126,3,3
t914,w538,3,3
t7,w349,3,3
t764,w361,1,3
t435,w104,3,3
t249,w298,3,3
t904,w779,3,3
t487,w496,5,5
t702,w219,5,5
t35,w159,3,5
t273,w783,3,3
t602,w102,5,5
t453,w27,3,3
t195,w373,4,3
t240,w391,3,3
t583,w453,5,5
t13,w281,3,3
t68,w198,3,3
t928,w391,3,3
t960,w83,3,1
t368,w429,3,3
t664,w479,3,3
t544,w396,3,3
t558,w40,2,3
t929,w719,3,3
t479,w743,5,5
t731,w18,3,3
t823,w183,2,3
t792,w826,3,3
t599,w467,2,3
t204,w577,3,3
t346,w135,3,3
t714,w177,3,3
t231,w769,3,3
t750,w350,1,3
t774,w775,5,5
t778,w513,5,3
t371,w205,3,3
t212,w201,3,3
t164,w231,3,3
t994,w617,1,1
t79,w755,3,3
t24,w492,5,5
t517,w453,4,5
t352,w18,3,3
t931,w691,1,1
t747,w157,3,5
t996,w80,3,3
t871,w206,4,5
t729,w399,3,3
t649,w794,2,3
t917,w809,1,3
t283,w808,5,4
t405,w678,3,3
t95,w346,3,3
t713,w208,3,3
t235,w299,3,3
t183,w602,5,4
t242,w552,5,5
t619,w299,3,3
t887,w576,3,3
t783,w643,3,3
t958,w366,3,1
t548,w481,2,3
t1003,w643,3,3
t727,w21,3,3
t373,w185,3,3
t29,w517,3,3
t383,w603,3,3
t948,w697,5,5
t248,w484,5,5
t169,w494,2,3
t267,w189,4,4
t798,w251,3,3
t286,w244,2,2
t922,w762,3,3
t42,w480,3,3
t147,w254,5,5
t19,w611,5,5
t95,w403,3,3
t330,w153,3,3
t331,w751,3,5
t330,w728,3,3
t267,w443,4,4
t110,w609,2,2
t610,w396,4,3
t362,w171,5,3
t767,w625,3,3
t1041,w417,3,3
t184,w403,5,5
t293,w225,4,5
t44,w499,3,3
t11,w569,3,3
t202,w115,5,5
t624,w710,3,3
t163,w218,3,3
t96,w277,3,3
t567,w697,3,3
t700,w264,5,5
t967,w774,5,5
t713,w718,3,3
t417,w391,3,3
t451,w240,5,5
t367,w427,3,3
t729,w269,3,3
t951,w644,3,3
t694,w830,3,3
t947,w253,3,5
t807,w767,3,3
t60,w412,5,5
t818,w224,1,5
t1023,w801,5,5
t270,w745,1,3
t747,w817,3,5
t26,w683,5,5
t489,w827,3,3
t1026,w453,1,1
t163,w399,3,3
t1040,w198,3,3
t467,w311,5,5
t258,w384,5,5
t344,w542,4,5
t450,w277,3,3
t576,w713,3,3
t136,w184,3,3
t667,w362,4,4
t338,w426,2,2
t806,w596,5,5
t799,w390,3,3
t51,w268,5,5
t879,w382,5,5
t446,w255,1,5
t278,w373,3,3
t987,w671,3,3
t1032,w263,5,5
t229,w286,3,3
t437,w240,5,5
t141,w790,5,5
t689,w24,2,2
t364,w58,5,5
t901,w167,3,3
t275,w603,3,3
t972,w96,1,1
t623,w731,2,3
t240,w405,3,3
t919,w384,5,5
t267,w463,4,4
t559,w360,3,1
t663,w237,5,2
t851,w152,3,3
t217,w205,3,5
t530,w401,4,4
t1004,w200,3,3
t1043,w129,2,3
t491,w560,5,5
t315,w380,1,3
t166,w668,3,3
t310,w51,1,1
t819,w589,2,3
t1034,w613,3,3
t301,w666,2,2
t438,w464,3,3
t692,w387,3,3
t162,w512,3,3
t796,w142,3,3
t778,w104,3,3
t467,w698,5,5
t965,w387,1,3
t89,w393,5,4
t794,w13,1,5
t71,w755,3,3
t695,w521,2,2
t7,w680,3,3
t840,w419,3,1
t192,w126,5,5
t527,w363,3,3
t248,w158,5,5
t597,w11,1,3
t446,w251,1,5
t999,w394,3,3
t43,w583,3,3
t730,w329,3,3
t669,w671,3,3
t997,w485,5,5
t271,w102,5,5
t978,w642,2,2
t540,w689,3,3
t42,w825,3,3
t252,w148,1,1
t16,w247,3,3
t865,w61,3,3
t16,w18,3,3
t964,w309,5,5
t657,w268,5,5
t905,w359,3,3
t455,w538,3,3
t158,w731,3,3
t822,w84,5,5
t873,w597,1,3
t624,w828,3,3
t568,w253,2,2
t473,w195,5,5
t944,w625,3,3
t545,w230,5,5
t729,w792,3,3
t1006,w590,5,5
t562,w656,3,3
t932,w211,5,5
t488,w633,3,1
t347,w578,5,5
t374,w495,3,3
t42,w738,3,3
t504,w18,5,3
t610,w160,5,3
t715,w278,1,3
t1018,w649,4,5
t467,w226,5,5
t390,w246,3,3
t509,w244,4,4
t91,w584,3,3
t918,w346,3,3
t280,w798,3,3
t873,w824,3,3
t943,w552,1,1
t1049,w543,5,5
t623,w91,3,3
t446,w300,5,5
t993,w410,4,3
t533,w108,3,3
t138,w329,3,3
t566,w553,5,5
t482,w42,5,5
t29,w694,3,3
t222,w739,2,3
t885,w799,5,5
t908,w583,3,3
t657,w396,1,5
t855,w578,3,3
t644,w670,3,1
t729,w830,3,3
t398,w365,5,5
t475,w95,1,3
t660,w291,2,3
